sgx,1000,903354941
sgx,10000,72459874626
sgx,1000,920808681
sgx,1000,945938055
sgx,10,73813238
sgx,10,101737085
sgx,10000,72252175672
sgx,10000,72325839009
sgx,10000,72373871141
sgx,10,102305775
sgx,10000,72282424103
sgx,10000,72435823446
sgx,10000,71672420234
sgx,10000,71736036692
sgx,10000,72858327693
sgx,10000,72185754346
sgx,100,124430009
sgx,10000,71579335090
sgx,10,80928657
sgx,100,131488491
sgx,10,93966088
sgx,10000,72921204816
sgx,10,94891082
sgx,10,95757596
sgx,10000,72148563919
sgx,100,124852880
sgx,1000,920091506
sgx,10,94037811
sgx,100,135178588
sgx,10,95872344
sgx,100,130429556
sgx,100,126088747
sgx,10,94920788
sgx,1000,925458307
sgx,1000,945681825
sgx,10000,72975655537
sgx,10,88078494
sgx,1000,963279915
sgx,1000,917214830
sgx,1000,914584678
sgx,10,103013946
sgx,100,138349247
sgx,100,122471976
sgx,10000,73161663649
sgx,100,118947546
sgx,10000,72228148343
sgx,10000,72218997248
sgx,100,114972372
sgx,100,127992870
sgx,1000,889844456
sgx,1000,904278639
sgx,10000,72906386399
sgx,1000,931234863
sgx,1000,930472099
sgx,10000,71736488159
sgx,10000,72490929301
sgx,1000,932834728
sgx,10000,72475060133
sgx,1000,919511313
sgx,10,70781753
sgx,100,125717203
sgx,10,93169611
sgx,10000,73170775226
sgx,100,137182183
sgx,10,94844574
sgx,1000,913009591
sgx,100,127811250
sgx,10000,72939929019
sgx,10,92483901
sgx,1000,931657521
sgx,1000,924759701
sgx,100,127243530
sgx,10000,72285700924
sgx,10000,72509956032
sgx,10000,72067020475
sgx,100,126733295
sgx,1000,918863115
sgx,100,131320787
sgx,1000,917812037
sgx,10,79077008
sgx,10,101242150
sgx,10,78101250
sgx,100,135648617
sgx,100,123398532
sgx,1000,915593100
sgx,10,79773308
sgx,1000,920335961
sgx,100,138604612
sgx,10000,73185688255
sgx,10000,72410416132
sgx,1000,911143765
sgx,100,133934063
sgx,10,92432025
sgx,10,95018948
sgx,10,95252256
sgx,1000,934654827
sgx,100,129863431
